Tweets,Sentiment,Word_count,Stop_word_count,Char_count,Punctuation_count,Mention_count,Hashtag_count,Avrg_word_len
yes happen baby,0,7,0,39,3,1,0,4.571428571428571
donna good care little baby donna strong boy sure,1,20,7,105,6,1,0,4.25
attempt sleep hopefully good day tomorrow,1,8,2,54,3,0,0,5.625
ok come man bit happy mo dinner speak later,1,27,12,113,4,1,0,3.185185185185185
good week hope hand feel,1,12,5,66,1,1,0,4.5
excited start tomorrow yale need sophomre hata peace sing hata,1,21,5,106,7,0,0,4.0476190476190474
think crazy like song rid recently regret clot,0,22,6,109,6,1,0,3.9545454545454546
watch concert david cook good singer,1,16,7,92,6,1,0,4.75
physics actually awesome,1,7,2,48,2,0,0,5.857142857142857
hey good job friend love u,1,15,1,76,5,1,0,4.066666666666666
know sound voice great need eh fine tuning,1,24,11,125,11,1,0,4.0
thing,1,6,2,39,1,1,0,5.5
noon accident airport quit structural failure quit work day tired fuck slip,0,27,10,147,6,0,0,4.444444444444445
email work,0,8,5,47,1,1,0,4.625
time head sort break printer couple month carry,0,19,9,92,1,0,0,3.8421052631578947
week answer feel announce,1,15,8,71,1,0,0,3.7333333333333334
hata talk shit college life laugh good save mt,1,19,10,90,0,0,0,3.736842105263158
hate sleeper cannon,0,5,1,31,0,0,0,5.2
think summer,0,9,2,48,2,0,0,4.333333333333333
life comic tear,0,8,3,59,9,0,0,6.125
new try people follow check site acemansworld com cool,1,26,13,138,3,1,0,4.3076923076923075
head home internet couple day,0,12,7,63,1,0,0,4.25
ready tonight y wait nail polish dry gutta hair,1,20,7,126,9,1,0,5.3
rate babysit miss bus carlyle likely miss smiths feel,0,27,17,137,2,0,0,4.074074074074074
aim today monday,0,7,1,37,0,0,0,4.142857142857143
ground zero reason,0,10,3,51,2,0,0,4.1
ha know,1,4,1,21,1,1,0,4.25
sick wicker yesterday,0,8,2,62,5,1,0,6.75
thank god near s operation successful lie bed sleepy sleep _ rock,1,21,5,119,10,0,0,4.666666666666667
paint nail,0,3,1,17,0,0,0,4.666666666666667
want sure,0,8,3,40,2,1,0,4.0
lucky apparently robe entire state pa,0,13,5,74,2,1,0,4.6923076923076925
good morning,1,3,0,24,2,1,0,7.0
yeah yeah neck watch year bail lack expense,0,24,12,117,4,1,0,3.875
harley yer big fan come philippines,0,11,2,78,6,1,0,6.090909090909091
suppose hata,1,4,1,23,1,1,0,4.75
watch interview true icon lagerfeld amaze love work,1,20,7,107,7,0,0,4.35
night dancing pretty shoe listen foot question worth,0,18,8,93,1,0,0,4.166666666666667
hope old voice pull troop tonight feel tip capeside fun tonight,1,18,6,108,2,0,0,5.0
inexplicable create right house scar home,0,16,4,96,5,0,0,5.0
college beautiful day like o o amuse bit xx,0,15,6,71,5,0,0,3.7333333333333334
ugh eat today mummy ache,0,12,7,51,2,0,0,3.25
time,1,5,2,33,3,1,0,5.6
love hot chicken wing finger lick good,1,11,2,62,2,0,0,4.545454545454546
hanover,0,3,0,26,1,0,0,7.666666666666667
algebra final tomorrow,0,6,3,33,0,0,0,4.5
midnight day mention kid s school whew kind energy,1,27,12,138,7,0,0,4.111111111111111
know,1,11,5,54,6,1,0,3.909090909090909
,0,5,1,26,3,1,0,4.2
single sweet hour think bird shoot,0,13,5,64,3,0,0,3.923076923076923
baby officially middle school,0,9,4,48,1,0,0,4.333333333333333
tell word candle describe cock wart,0,13,5,79,2,1,0,5.076923076923077
lose hope fast,0,4,1,20,0,0,0,4.0
lean,1,2,0,19,1,1,0,8.5
sleep,1,5,2,31,3,1,0,5.0
office try finish head panama breeze,1,21,14,93,1,0,0,3.4285714285714284
try pere flee xxxi,0,11,7,54,1,0,0,3.8181818181818183
find final right song,1,9,2,60,7,0,0,5.555555555555555
find heart phil collins tartar soundtrack rule d wonder anybody actually read d,1,25,9,137,3,0,0,4.48
read opportunity walk blame feel calm,1,14,5,128,8,0,0,8.142857142857142
hear oven bell officially dead gutta start,0,15,2,89,2,0,0,4.866666666666666
bud doll,1,6,2,42,3,1,0,6.0
new friend mimi laughing buddha hang,1,18,7,118,8,0,0,5.555555555555555
ask daddy em havana,0,8,2,32,2,0,0,3.0
o huge prize congress,1,8,2,51,3,1,0,5.375
camp job religious nut,0,11,6,50,2,0,0,3.5454545454545454
rubbish,0,2,0,23,2,1,0,10.5
good weekend long time suffer xx,0,14,6,68,1,0,0,3.857142857142857
suck follow ill,0,9,2,48,3,1,0,4.333333333333333
surely audit thee hugo angiggle,1,15,4,100,8,2,1,5.666666666666667
sleep way early tomorrow,0,10,5,49,1,0,0,3.9
adorable funny groundctrl live,1,11,2,96,11,1,0,7.636363636363637
wait finished product,1,9,4,50,2,1,0,4.555555555555555
mission baby,0,3,1,19,4,0,0,5.333333333333333
sorry laura maybe catch nap later hopefully,0,11,3,75,9,1,0,5.636363636363637
london falsity know na love ill,1,20,3,123,14,1,1,5.1
sooooo happy miss rough chill,0,12,3,73,6,1,0,5.083333333333333
piece plastic fall phone g tiny piece silent button volume button lose,0,24,9,123,3,0,0,4.083333333333333
sit work want work,0,7,3,42,6,0,0,5.0
quit zugabe quit,0,6,3,54,7,1,0,8.0
gal use dat hide key cell phone stay long,0,22,9,106,2,1,1,3.8181818181818183
ready work start day,1,12,5,59,0,0,0,3.8333333333333335
tell happen decide hour wish think sing,0,27,16,131,5,1,0,3.8518518518518516
thisappointe accomplish weekend catch sleep god love god great time,0,23,0,133,7,0,0,4.782608695652174
look forward flat key today,1,7,1,43,0,0,0,5.142857142857143
hair meet soulmate vital,1,8,1,59,8,0,0,6.375
selfish person mean daughter guess thing grow,0,18,10,95,4,0,0,4.277777777777778
,1,3,0,46,3,1,2,14.333333333333334
lot life old bone,1,10,4,61,5,0,0,5.1
guess need learn walk,0,11,6,60,1,1,0,4.454545454545454
mile long hill,0,13,5,74,3,1,0,4.6923076923076925
rock love picnic jazz area summer,0,20,6,113,8,1,0,4.65
forget coffee donna day,1,16,7,90,6,1,0,4.625
lose key mall mind find,0,13,6,57,3,0,0,3.3846153846153846
wake kind warm sore throat gallery gasp swine maker come,0,17,4,88,7,0,0,4.176470588235294
possible watch add people clean fun,1,8,0,54,4,0,0,5.75
hi suggest music elector project fresh kikin different free fun,1,22,4,139,19,1,0,5.318181818181818
s tonight,1,4,1,31,1,0,0,6.75
temporary space love life,1,9,5,46,1,0,0,4.111111111111111
hot minute know miss soon,1,18,4,84,10,1,0,3.6666666666666665
know car cost instead,0,17,8,98,6,1,0,4.764705882352941
hour want plane burn fire,0,23,16,104,2,0,0,3.5217391304347827
apple,1,3,1,16,0,0,0,4.333333333333333
large number,1,8,2,46,2,1,0,4.75
creative time y r miss,1,18,5,93,5,1,0,4.166666666666667
available june local time pm new york central europe,0,26,8,136,8,2,0,4.1923076923076925
er,1,4,1,28,3,1,0,6.0
good cup coffee,1,8,4,41,0,0,0,4.125
chill cool bean,1,5,1,37,3,0,0,6.4
bad day feel sad,0,6,1,21,1,0,0,2.5
night,1,2,0,20,1,1,0,9.0
exam leave gaaaah fair,0,17,9,77,3,0,0,3.5294117647058822
surprisingly wait s new album listen review sound great,1,18,7,105,4,1,0,4.833333333333333
fact spell ridiculous morning prove actually,0,20,9,109,2,0,0,4.45
right test facebook super bored number text,1,22,13,105,4,0,0,3.772727272727273
car car car need ha ha find night want bad sell,0,23,9,121,18,0,0,4.260869565217392
aid diversity win susan a12a,0,11,2,88,8,0,0,7.0
maggie miss,0,7,4,33,1,0,0,3.7142857142857144
hnbzbjh zjsjjshshann reply,0,4,0,47,3,1,0,10.75
sore eye cooking onion chest infection great hut hope,1,20,8,107,3,1,0,4.35
cuba dane idiot know run life fun,1,18,7,92,4,0,0,4.111111111111111
status update twitter ice timestamp mon run west,1,16,4,85,3,0,0,4.3125
bump,1,6,1,41,2,0,2,5.833333333333333
wish donna,0,14,7,64,3,1,0,3.5714285714285716
hot cold kate know suppose hate song work right,1,25,9,128,10,1,0,4.12
monday,0,3,0,24,1,0,0,6.666666666666667
intense plate sad miss dinner,0,14,3,81,6,1,0,4.785714285714286
t think absentee good breasted baby,0,16,6,97,3,1,0,5.0
wouldn t work work,0,15,10,73,5,1,0,3.8666666666666667
,0,8,4,44,2,1,0,4.5
hear bc morning cry,0,15,7,82,3,1,0,4.4
yeah fall rollerskating,0,11,4,70,5,1,0,5.363636363636363
ah bed feel good kind hurt lose tonight limb lose bad hata good night,0,24,4,131,11,0,0,4.458333333333333
exactly,0,2,0,19,1,1,0,8.5
s chris org r u suck spelling,0,21,4,109,13,1,1,4.190476190476191
hata moment,1,11,7,72,4,1,0,5.545454545454546
bored wait till tomorrow,1,8,1,38,3,0,0,3.75
remember time episode night sleep depression sad episode,0,22,6,131,6,1,0,4.954545454545454
hi donna work day long yeah ashamed course sweet,1,16,4,94,10,0,0,4.875
oakland tonight wait yorktown girl,1,11,4,67,5,0,0,5.090909090909091
rye weekend,0,6,4,28,0,0,0,3.5
u r cut joy follow,1,9,0,56,3,1,0,5.222222222222222
stop pay want hear awesome,0,18,5,83,6,1,0,3.611111111111111
currently unemployed frantically search apply place luck idea,0,16,5,112,5,1,0,5.8125
beautiful nashvegas good home,1,8,3,46,2,0,0,4.75
munching mix jetblue flight,1,10,4,56,2,1,0,4.6
look win know reserve look excited poor dine,0,22,10,124,4,1,0,4.636363636363637
bow socializing work easy master know,1,20,8,121,4,1,0,5.0
s mean hurt feeling sure situation hopefully,0,19,6,119,8,1,0,5.2105263157894735
know,0,6,2,39,2,1,0,5.5
form,1,7,1,47,3,1,0,5.714285714285714
,1,2,0,19,2,1,0,8.5
love wake good news,1,16,7,88,9,0,0,4.5
mon suppose home hour ago,0,10,4,47,5,0,0,3.7
old chicago woodchuck step,1,9,3,52,0,0,0,4.777777777777778
favorite,0,6,2,48,7,0,0,7.0
brother,1,12,9,58,2,1,0,3.8333333333333335
hey fix facebook pp somewhat,1,8,1,90,10,1,0,10.25
shocking boring sure count track pass lap hand,0,23,9,112,3,1,0,3.869565217391304
frank look dans sex mike gerard,1,12,0,101,13,1,0,7.416666666666667
summer thunderstorm power,0,12,5,67,1,0,0,4.583333333333333
hata soooooo,1,7,3,38,1,1,0,4.428571428571429
windstream s email annoying deal w damn bank,0,12,5,71,3,0,0,4.916666666666667
happy neck bout dad dad die emphysema sidelong smoker want sleep,0,24,8,136,12,1,0,4.625
cut bank bit short,0,9,3,56,6,0,0,5.222222222222222
happy mothers day moss,1,7,3,36,1,0,0,4.142857142857143
god admit cold away miserable,0,11,3,58,5,0,0,4.2727272727272725
break post notice congress verbal diarrhoea,1,14,5,75,2,0,0,4.357142857142857
battery die,0,2,0,15,1,0,0,6.5
food leave sum time sweet polly arizona ink,1,22,11,107,7,0,0,3.8636363636363638
public domain,1,7,3,46,3,1,0,5.571428571428571
probably austin tomorrow night thank,1,13,6,73,2,0,0,4.615384615384615
find d,0,4,1,17,1,0,0,3.25
huge thunderstorm whip whip,1,4,0,35,7,0,0,7.75
awake excited nervous duck,0,10,2,57,3,0,0,4.7
thank finally smile,1,9,4,59,2,1,0,5.555555555555555
work start hour early drench,0,17,8,82,5,0,0,3.823529411764706
think d signing east coast ah,1,13,6,68,3,1,0,4.230769230769231
hi yes ftp access isn reply,1,12,4,79,5,1,0,5.5
org guess tinkerbell eat anchor,1,13,6,75,3,1,0,4.769230769230769
hope work sit mon toe,0,10,3,59,5,1,0,4.9
eat,1,3,1,20,0,0,0,5.666666666666667
wat wrong u old friend,0,7,1,46,6,1,0,5.571428571428571
sister wine poor recent recovery stay far far away family week,0,24,11,122,0,0,0,4.041666666666667
thunder wake,0,4,1,20,1,0,0,4.0
weather bad mood,0,9,4,40,0,0,0,3.4444444444444446
quit france quit old account think s new hata dobroe fan,1,24,8,145,15,1,0,5.041666666666667
torment cruel sathistic office mate,0,9,4,54,0,0,0,5.0
wait line bank forever,0,9,3,50,1,0,0,4.333333333333333
sweet cover battlefield amazing like great singer na,1,17,8,121,5,1,0,6.117647058823529
hata awesome love want,1,10,1,63,4,1,0,5.2
congress million pocket look great,1,14,4,94,6,1,0,5.428571428571429
current favourite life house legal guess enjoy,1,16,3,105,3,1,0,5.5625
like film want tell terrible,0,21,13,113,3,1,0,4.380952380952381
ok list brother download today salary come firefox,1,11,2,69,5,0,0,5.2727272727272725
saturdaayyyyyyyy moneyyyy suck,0,10,6,56,1,0,0,4.6
idea look baby thing,1,7,2,41,0,0,0,4.857142857142857
hi james post probe account,1,20,8,126,8,4,0,5.3
tonight flex run vienna join miss stick com woahitssarrah,0,20,9,141,9,1,0,6.05
quit friend walk world walk quit cut,1,15,7,84,6,0,0,4.6
wish good,1,9,5,48,3,1,0,4.333333333333333
watch antenna cable sure miss future rabbit ear,0,16,4,90,4,0,0,4.625
louis moss break bank baker try damn macaron alteration fun,1,20,8,121,5,1,0,5.05
finally leave mall find hour,1,24,13,119,2,0,0,3.9583333333333335
bay drive hour worth cheapness,1,14,7,78,3,1,0,4.571428571428571
wait trampling,1,4,2,25,0,0,0,5.25
welcome miss understand family hope state fair persuade come,1,26,8,138,6,1,0,4.3076923076923075
man june expensive month,0,6,2,34,3,0,0,4.666666666666667
use quit suicide quit mid school mix like soda drink think remember enjoy,0,26,9,148,11,1,0,4.6923076923076925
daddy,1,5,0,25,2,0,0,4.0
love s way de,1,9,3,41,4,0,0,3.5555555555555554
feel today know,0,11,3,52,4,0,0,3.727272727272727
right,1,10,5,54,4,1,0,4.4
iris sorry rough month huge,0,13,4,81,9,1,0,5.153846153846154
mmm owe story yesterday correct blame teaching massive day party throw extension boss,0,23,8,138,5,1,0,4.956521739130435
poor finger,0,4,0,37,6,0,0,8.25
formal know,0,10,7,46,2,0,0,3.6
search tweetdeck meet result min rid matter,0,27,11,141,8,1,0,4.222222222222222
end number west come lane showtime bow right team long week,1,23,5,136,12,0,2,4.826086956521739
sleep sick evening,0,9,2,60,8,1,0,5.666666666666667
couple gordon lightfoot songs lip sue,1,19,8,109,3,1,0,4.684210526315789
prepare tonight noon raise luck,0,13,7,78,5,0,0,5.0
woolworths feel west local,0,6,0,45,3,1,0,6.5
ready omgosh nervous,0,5,1,36,4,0,0,6.2
guy wilkie swear people mean,0,14,6,72,6,0,0,4.142857142857143
watch universe history channel talk ex girlfriend,0,12,5,77,1,0,0,5.416666666666667
game play read post huge,0,10,3,68,5,1,0,5.8
watch till tonight,0,6,0,35,0,0,0,4.833333333333333
sunnnnnnnnnnnnnnny definitely day,1,10,4,69,4,1,0,5.9
find yesterday hard person life wat think,0,24,12,109,3,0,0,3.5416666666666665
funny elephant bow nice circus visit,0,17,5,101,13,1,0,4.9411764705882355
need,0,5,1,24,4,1,0,3.8
like rape rape harley touch special place,0,13,1,77,5,1,0,4.923076923076923
south america europe share attractive single,1,12,5,81,2,1,0,5.75
munching bag new good friend,1,7,2,37,0,0,0,4.285714285714286
nice celebrate day come,1,13,6,71,6,1,0,4.384615384615385
away schoooooool early,1,6,2,36,1,0,0,5.0
oh like joke,0,10,3,61,3,1,0,5.1
thank try good u,1,9,1,53,7,1,0,4.888888888888889
friend work fun,1,7,1,40,2,0,0,4.714285714285714
conan o briennnn miss old friend,1,8,0,59,10,0,0,6.25
new phone pp big fan,1,11,2,82,9,1,0,6.454545454545454
recover food poisoning,0,5,2,34,0,0,0,5.8
fucking awful,0,4,0,35,1,1,0,7.75
leave chocolate syrupy truck right milk,0,17,5,92,3,1,0,4.411764705882353
area day hopefully pool time,1,8,3,46,2,0,0,4.75
s donet ellohveee,1,5,0,45,5,0,0,7.8
want funny sound amazing xxxxxxxxx,1,17,5,98,4,1,0,4.764705882352941
yes yes true expensive,0,7,2,44,5,1,0,5.285714285714286
oh hope yes bring gumma bear,1,10,2,61,7,1,0,5.1
good night sleep toll,1,11,1,55,4,0,0,4.0
nightshirt try busy run thing,1,22,12,114,9,0,0,4.181818181818182
sunday age family channel breakfast bed,1,14,7,78,4,0,0,4.571428571428571
quit quit head away trouser,0,11,5,74,10,0,0,5.636363636363637
meet long near hotel new york lunch,1,8,0,38,1,0,0,3.75
great sweet,1,12,2,130,16,7,1,9.833333333333334
yeah better come j sol tomorrow,0,11,2,67,5,1,0,5.0
point look good,0,11,4,67,6,1,0,5.090909090909091
find hope brother cousin friend course,1,23,13,115,2,1,0,4.0
hate fact currently situate region,0,13,5,77,2,1,0,4.923076923076923
wood,1,5,3,25,1,1,0,4.0
try figure m slander net twitter mobile work phone summer,0,16,7,92,7,0,0,4.75
bad,1,4,2,23,1,1,0,4.75
friend fun talk,0,18,7,85,3,0,0,3.611111111111111
feel icy today sore throat etc,0,7,0,37,3,0,0,4.285714285714286
yayyayyayyayyayayayayaayyyyy hey beautiful,1,4,0,60,3,1,0,14.0
thisappointe cake,0,9,5,53,0,0,0,4.888888888888889
love hoe strain clean like detergent rotflmfao,1,16,3,105,8,1,0,5.5625
masha dad sound awesome,0,8,0,54,4,1,0,5.75
miss chat sex manly self,1,10,2,56,3,1,0,4.6
miss learn today work toll definitely time,0,20,7,130,7,2,0,5.5
windows vista spy internet access fix address work deep work lawless,0,16,2,100,4,0,1,5.25
soooooooooooooo excited god aunt,1,8,4,47,3,0,0,4.875
listen rain trill tonight smell good,1,13,5,74,2,0,0,4.6923076923076925
hey feel super swollen,0,9,2,66,3,1,0,6.333333333333333
think write b tennis unite geography b bit tired sit hata,0,25,10,136,4,1,0,4.44
stanton monitor sadly vanquish cupboard room set,0,25,12,128,4,1,0,4.12
mall music,1,7,2,42,5,0,0,5.0
lose,0,6,1,40,5,1,0,5.666666666666667
think body shop mall near check tim,1,21,6,103,6,1,0,3.9047619047619047
thank sorry late reason reply sad,0,22,8,109,6,2,0,3.9545454545454546
sorry eavesdrop ton cool stuff engineer aerospace include,1,16,6,129,9,1,0,7.0625
wish atlanta awesome babe hata,0,20,11,110,3,1,0,4.5
org def fool time,1,12,3,66,3,1,0,4.5
ask friend s house mean soak walk wait car,0,24,12,111,4,0,0,3.625
oh vocabulary word today obedient sensual service obedient right master,1,20,6,128,4,0,0,5.35
weird ink shutter feel good inside,1,20,8,97,1,1,0,3.85
work day calculate day leave sing big,0,19,9,109,7,0,0,4.7368421052631575
summer ore milk deserve,0,17,8,83,2,0,0,3.823529411764706
look door,1,7,1,55,2,1,0,6.857142857142857
crazy love notice mind sweet anymore,0,17,3,110,9,1,0,5.470588235294118
remember scar w garage thisposal s,1,13,5,99,3,1,0,6.538461538461538
sure thing work work webster,1,12,6,64,4,1,0,4.333333333333333
wide open beautiful understand lot reread fresh head,1,25,9,138,6,1,0,4.52
severe case quit s quit kind annoying sixth seventh stop,0,25,11,143,7,0,1,4.68
work love today awesome tell,1,14,5,66,4,0,0,3.7142857142857144
good mamma,1,4,1,32,1,1,0,7.0
nice day coope work need intimately weave escape plan,0,19,7,89,1,0,0,3.6842105263157894
congress bell miss,0,5,1,36,4,1,0,6.2
upset petya doesn sell fish bowl fit head,0,12,4,62,0,0,0,4.166666666666667
subversion wish use vs,0,8,3,51,4,1,0,5.375
actually sound,0,8,3,61,3,1,0,6.625
good morning,1,5,1,35,2,1,0,6.0
shave head,0,6,2,42,3,1,0,5.833333333333333
thank report find fine day,1,14,5,79,2,1,0,4.571428571428571
way home know sit,1,12,4,49,3,0,0,3.0833333333333335
thank feel special ktbspa,1,11,1,84,6,2,1,6.636363636363637
havana mix,1,5,1,37,7,1,0,6.4
study final wish luck,1,9,2,47,3,0,0,4.111111111111111
ocean nearly entertaining think miss,0,16,6,98,2,0,0,5.125
sweet chill cheese real kick surprisingly morris shame port,0,18,7,100,2,0,0,4.555555555555555
click profile follower cable cell phone spasm,0,26,15,133,7,1,0,4.076923076923077
sorry damn donne love exhausted check dr sap,0,15,4,93,7,1,0,5.2
weather channel tell sunny walk rain hearing thunder lightning,0,24,11,126,2,0,0,4.25
set york,1,8,5,35,1,0,0,3.375
sultan lotion beard spot strong fragrance break stupid sun hate,0,19,7,102,4,0,0,4.368421052631579
think bc pay,0,12,7,71,1,1,0,4.916666666666667
good day noonday gooddayu today new day lord shepherd shall lack yes justagree matter,1,22,1,138,17,0,0,5.2727272727272725
girllll love story anymore indecisive people function like,0,17,5,109,2,1,0,5.411764705882353
sit friend italian love,1,11,4,102,11,0,0,8.090909090909092
know summer,0,12,7,66,5,1,0,4.5
year lose grandfather,0,7,3,43,1,1,0,5.142857142857143
sum wish homemade,0,9,4,65,2,1,0,6.222222222222222
tom worry chile concert fan happy ism chile,1,16,6,94,3,1,0,4.875
status update twitter ice timestamp mon run west,1,16,4,85,3,0,0,4.3125
try find people know twitter successfully come twitter,0,13,5,97,7,0,0,6.461538461538462
excited new j album,1,7,3,32,0,0,0,3.5714285714285716
summer think key find instructor work start work private home,0,27,13,136,5,1,0,4.037037037037037
good thing tonight orel shake study exam tomorrow,0,17,7,100,3,0,0,4.882352941176471
twilight book amazing enjoy far hope xx,1,14,4,81,2,1,0,4.785714285714286
buy bloody rover mad,1,9,2,75,9,0,0,7.333333333333333
learn english,0,10,7,61,3,0,0,5.1
head weekend ny wait,1,17,10,83,9,0,0,3.823529411764706
know love,1,6,2,33,2,1,0,4.5
awwwwh steal,1,5,0,52,8,1,0,9.4
space add love new friendship,1,11,2,91,9,0,0,7.2727272727272725
whoopsy daisy good,0,5,0,51,8,0,0,9.2
accept,1,4,1,29,2,1,0,6.25
laugh request july work harry porter hip harry porter good,0,29,12,140,7,0,0,3.8275862068965516
sorry late sweet phone miss good day love,1,15,5,82,6,1,0,4.466666666666667
yeah real soon,1,4,0,27,3,1,0,5.75
u right stankface second fo,0,11,3,64,4,1,0,4.818181818181818
pay bill homework eat cake,1,7,2,53,5,0,0,6.571428571428571
home candid bell day party hang,0,19,6,94,3,0,0,3.9473684210526314
sick bad cold sort bronchitis,0,11,5,52,1,0,0,3.727272727272727
sad briony remember late,0,9,1,66,5,0,0,6.333333333333333
tact shop san diego sum jay la sight,0,23,8,114,11,0,0,3.9565217391304346
drive hata happen honest,0,13,4,73,5,1,0,4.615384615384615
feel like today cook clean miss baby w day tired paper away,0,29,12,141,11,0,0,3.8620689655172415
worldwide date wedding photographic,0,14,6,96,3,1,0,5.857142857142857
home follow follower quit embarrassing,1,13,3,80,2,1,0,5.153846153846154
dramas time fangirl luxury anymore,0,15,5,91,4,1,0,5.066666666666666
goodnight world ready quit today quit soon wait share,1,16,4,104,12,0,0,5.5
lunch,1,5,3,22,0,0,0,3.4
hate able sleep couldn sleep,0,12,5,57,1,0,0,3.75
tonight barker use night end jazz festival,1,22,8,124,10,0,1,4.636363636363637
certainly good interview,1,6,0,46,1,1,0,6.666666666666667
assignment gee,0,3,2,28,3,0,0,8.0
reply sweet malo guess boring,1,13,8,66,2,0,0,4.076923076923077
yes know shame,0,7,3,34,1,1,0,3.4285714285714284
packing bad,0,4,2,24,3,0,0,5.0
day til hold wait,1,7,0,33,2,0,0,3.5714285714285716
siberia free huge error k visit,1,7,1,50,4,0,0,6.142857142857143
toe cold,0,4,2,18,1,0,0,3.5
fantastic weekend thank time hang chat stay gold,1,17,5,101,6,1,0,4.9411764705882355
try change bad habit student come late absence notice aaa3a14,0,20,6,154,10,0,0,6.65
sweet sure autograph send,1,25,13,129,7,1,0,4.16
heavy night wish wake fly super grumpy bed today kill quick,0,25,8,129,5,1,0,4.16
et s genital magic glow finger,1,9,3,60,2,1,0,5.666666666666667
run great ta leave week look forward work tomorrow,0,25,9,129,6,1,0,4.16
love come way,0,6,1,38,2,1,0,5.333333333333333
wait thing,1,9,5,45,1,1,0,4.0
god good teaching pray health heat dust help use mouth face bite bu,1,22,8,138,7,1,0,5.2727272727272725
